0.75101,0.648169,0.418368,0.925367,0.176964,0.909578,0.0315758,0.592473,0.731082,0.139694,0.266931,1,0.163762,0.035101,0.726983,0.370295,0.118279,0.103602,0.348942,0.856279,0.0441421,0.123462,0.0771642,0.717744,0.120799,0.0187066,0.0785544,0.111715,0.364886,0.657668,0,0,0,0,0,0
0.812477,1,0.85611,0.025208,0.549442,0.505739,0.240961,0.60822,0.210493,0.155829,0.496772,0.192686,0.211524,0.336153,0.340778,0.0698335,0.171957,0.28017,0.288689,0.140493,0.0645863,0.296784,0.156806,0.298429,0.0377468,0.0612202,0.265851,0.175745,0.318725,0.158238,0,0,0,0,0,0
0.780793,1,0.880865,0.22519,0.542174,0.114205,0.156507,0.291601,0.194276,0.197033,0.353095,0.266343,0.300022,0.31193,0.195785,0.0372144,0.214256,0.201318,0.104803,0.189485,0.0402592,0.0814576,0.0569704,0.147078,0.0367821,0.172448,0.0367573,0.0475368,0.0118949,0.171718,0,0,0,0,0,0
0.830807,1,0.840138,0.103924,0.55233,0.589696,0.312242,0.624297,0.307374,0.270532,0.433469,0.137777,0.335757,0.307178,0.247792,0.0323606,0.37674,0.361939,0.12195,0.148082,0.377742,0.389087,0.107154,0.294277,0.0984632,0.341199,0.328197,0.271696,0.255082,0.0317481,0,0,0,0,0,0
0.836668,1,0.843949,0.0837216,0.540689,0.473354,0.239858,0.479321,0.00151837,0.102126,0.279794,0.311934,0.132786,0.0544109,0.363139,0.0627519,0.122705,0.16505,0.210187,0.155222,0.129492,0.23121,0.0196113,0.234209,0.0183696,0.160945,0.200215,0.190734,0.153211,0.14801,0,0,0,0,0,0
0.847825,1,0.791325,0.0458163,0.409644,0.397159,0.103638,0.378593,0.129378,0.268066,0.171072,0.39366,0.333118,0.125282,0.374551,0.00987473,0.262432,0.26571,0.184446,0.271976,0.167508,0.267683,0.0981292,0.312315,0.0634375,0.141383,0.145034,0.220304,0.162168,0.159838,0,0,0,0,0,0
0.820468,1,0.821367,0.0349648,0.467716,0.372759,0.184117,0.420623,0.0389641,0.282324,0.250562,0.236193,0.36101,0.130839,0.317201,0.106573,0.311558,0.25132,0.215666,0.083521,0.202222,0.293062,0.165071,0.176002,0.13086,0.113249,0.223628,0.279251,0.139222,0.134364,0,0,0,0,0,0
0.890417,1,0.814133,0.274259,0.503128,0.558639,0.325546,0.586113,0.282629,0.40027,0.491635,0.412297,0.422392,0.32933,0.290063,0.409353,0.30843,0.179608,0.182628,0.603197,0.126758,0.0903451,0.106079,0.369282,0.184742,0.0374013,0.0118339,0.0597297,0.152704,0.607505,0,0,0,0,0,0
0.891883,1,0.744649,0.186396,0.467819,0.604351,0.492177,0.495185,0.0145599,0.587202,0.0991924,0.398977,0.53131,0.335354,0.54734,0.00614906,0.35648,0.546571,0.387712,0.207107,0.233794,0.520221,0.374391,0.450951,0.104132,0.275504,0.330663,0.531821,0.502337,0.170639,0,0,0,0,0,0
0.816105,1,0.837146,0.0273897,0.501712,0.3942,0.19464,0.463963,0.0882461,0.222586,0.325746,0.158974,0.301477,0.183912,0.225305,0.0326754,0.269555,0.233483,0.154409,0.184367,0.19767,0.274468,0.119416,0.198338,0.0114952,0.174449,0.219004,0.207078,0.0988835,0.188,0,0,0,0,0,0
0.887006,0.836121,0.604619,0.883719,0.333561,1,0.127282,0.799946,0.579251,0.08771,0.539734,0.867147,0.0946956,0.315989,0.72241,0.358331,0.138676,0.1795,0.494444,0.638925,0.232199,0.133418,0.313223,0.447307,0.463265,0.291042,0.163492,0.213507,0.211876,0.778181,0,0,0,0,0,0
0.80217,1,0.801464,0.0960816,0.398484,0.431853,0.013371,0.561878,0.362563,0.284314,0.398494,0.0785918,0.349337,0.139587,0.162238,0.123106,0.233188,0.127345,0.143841,0.173872,0.0395385,0.210143,0.0571577,0.2012,0.205087,0.177544,0.188133,0.172413,0.227825,0.102804,0,0,0,0,0,0
0.895483,1,0.914224,0.460645,0.789824,0.783379,0.661817,0.717572,0.064017,0.533774,0.616514,0.408607,0.408821,0.56841,0.347462,0.317563,0.294525,0.491951,0.111689,0.60351,0.200153,0.353613,0.263815,0.511666,0.00137112,0.132677,0.187669,0.39745,0.227625,0.445318,0,0,0,0,0,0
0.908994,1,0.887088,0.464725,0.748899,0.725519,0.641272,0.554701,0.361063,0.544618,0.265935,0.769551,0.429062,0.227099,0.693214,0.0399188,0.290462,0.364157,0.351774,0.431942,0.145348,0.406867,0.016482,0.556541,0.045679,0.0203368,0.356065,0.252826,0.356996,0.239366,0,0,0,0,0,0
0.802265,0.993974,1,0.181477,0.932685,0.620949,0.83859,0.767643,0.139756,0.734318,0.769121,0.239633,0.626426,0.709606,0.505297,0.183643,0.521598,0.618069,0.652958,0.115739,0.428476,0.504689,0.719573,0.0593834,0.178605,0.355177,0.382509,0.71263,0.253137,0.101454,0,0,0,0,0,0
0.750566,0.872039,0.816251,0.430504,0.714957,0.904179,0.613335,1,0.231387,0.524829,0.955223,0.378297,0.450297,0.871593,0.681505,0.386047,0.387745,0.77679,0.793897,0.120181,0.336027,0.673505,0.820779,0.189947,0.0100304,0.294487,0.566873,0.800717,0.323068,0.114293,0,0,0,0,0,0
0.812783,0.854398,0.665848,0.613829,0.424908,1,0.22442,0.895501,0.157695,0.106589,0.589194,0.350802,0.0606109,0.279259,0.466549,0.0321863,0.0437741,0.0756359,0.28792,0.196175,0.0634413,0.0510014,0.00612863,0.295926,0.193757,0.0978741,0.0652282,0.214196,0.277869,0.414548,0,0,0,0,0,0
0.713404,1,0.816152,0.700544,0.334152,0.321043,0.294872,0.232453,0.103283,0.632694,0.259138,0.260099,0.712251,0.446065,0.251293,0.293338,0.636298,0.680241,0.289905,0.128482,0.680707,0.737151,0.250359,0.0792509,0.226641,0.847925,0.59184,0.296852,0.0669764,0.191989,0,0,0,0,0,0
0.974881,1,0.608089,0.448805,0.342522,0.810364,0.628658,0.542541,0.0315373,0.786865,0.111052,0.425419,0.680129,0.714919,0.622989,0.333785,0.402581,0.982019,0.545023,0.52717,0.223811,0.84229,0.491808,0.478869,0.248463,0.366818,0.48043,0.615216,0.288094,0.496552,0,0,0,0,0,0
0.866535,1,0.764787,0.0215729,0.406648,0.364793,0.368958,0.377497,0.28241,0.511026,0.158039,0.398521,0.472505,0.310012,0.496409,0.291919,0.304365,0.540091,0.433769,0.365096,0.33185,0.568083,0.21053,0.310397,0.250737,0.530836,0.441869,0.122374,0.352762,0.418855,0,0,0,0,0,0
0.881707,1,0.769307,0.312525,0.413757,0.818283,0.12696,0.788511,0.338185,0.173753,0.461392,0.135814,0.229193,0.14378,0.343826,0.14158,0.198117,0.223895,0.233194,0.0859695,0.151715,0.26203,0.100297,0.0260773,0.297674,0.142673,0.163617,0.339541,0.122517,0.27792,0,0,0,0,0,0
0.775083,0.963469,0.830465,0.187708,0.708281,0.219283,0.848021,0.291446,0.0677183,1,0.292611,0.228893,0.975317,0.456984,0.338083,0.292656,0.840953,0.623634,0.27012,0.387061,0.775929,0.641508,0.121695,0.272236,0.0113521,0.799591,0.541884,0.169581,0.222662,0.327781,0,0,0,0,0,0
0.854493,1,0.827763,0.126297,0.543127,0.486485,0.373955,0.489625,0.0596487,0.366436,0.313419,0.288174,0.313252,0.203702,0.288316,0.137614,0.157936,0.261748,0.134835,0.301222,0.0445889,0.253879,0.136652,0.283483,0.11258,0.174021,0.136659,0.270183,0.135771,0.280449,0,0,0,0,0,0
0.888627,1,0.79179,0.283135,0.447241,0.609226,0.132928,0.525529,0.215098,0.203399,0.334486,0.600478,0.311324,0.280165,0.552528,0.0807448,0.303849,0.293084,0.266259,0.366395,0.233084,0.235341,0.184868,0.51314,0.147045,0.183463,0.119688,0.283022,0.319579,0.1385,0,0,0,0,0,0
0.902158,1,0.690617,0.17076,0.272982,0.487802,0.4595,0.465771,0.397287,0.708417,0.30157,0.708906,0.684268,0.299935,0.611742,0.0626419,0.434669,0.408593,0.304295,0.412188,0.200404,0.373073,0.0152827,0.546102,0.206916,0.329664,0.16572,0.228747,0.353034,0.0609567,0,0,0,0,0,0
0.917796,1,0.682438,0.330005,0.182219,0.721229,0.287044,0.65126,0.120281,0.558771,0.307055,0.510489,0.569552,0.208361,0.636424,0.188502,0.370858,0.511988,0.572844,0.585582,0.124342,0.597401,0.356584,0.575139,0.185615,0.221279,0.44432,0.175886,0.469095,0.329741,0,0,0,0,0,0
0.857708,1,0.824605,0.139801,0.511685,0.493296,0.275053,0.492985,0.14446,0.294975,0.298435,0.413005,0.332179,0.134098,0.442456,0.0504652,0.266804,0.232631,0.329638,0.286486,0.142118,0.283227,0.27317,0.338046,0.0607276,0.0332809,0.221883,0.359541,0.261169,0.24209,0,0,0,0,0,0
0.551868,0.558067,0.444062,0.383784,0.278802,0.383967,0.111376,0.240939,0.643884,0.0153519,0.156986,0.739977,0.0543593,0.139011,0.476886,0.446498,0.0214437,0.114068,0.227859,1,0.0612725,0.0567378,0.0949361,0.875169,0.242111,0.155016,0.0265065,0.0994651,0.570728,0.645827,0,0,0,0,0,0
0.753813,1,0.951434,0.260425,0.739261,0.157007,0.503117,0.336845,0.124343,0.358582,0.331172,0.116397,0.315552,0.25138,0.129426,0.346246,0.281727,0.207436,0.238804,0.278137,0.209736,0.175834,0.33831,0.16701,0.25164,0.107783,0.102755,0.375815,0.0819554,0.456267,0,0,0,0,0,0
0.791352,1,0.888248,0.103585,0.646231,0.321448,0.515316,0.430924,0.0464144,0.5496,0.331711,0.36153,0.535322,0.215717,0.508557,0.161295,0.382455,0.310656,0.499309,0.171914,0.144624,0.405621,0.369294,0.373617,0.291164,0.143951,0.373412,0.176135,0.433667,0.082338,0,0,0,0,0,0
0.784655,1,0.873312,0.110522,0.570302,0.39115,0.25801,0.559296,0.295091,0.0837704,0.482509,0.0874441,0.0503409,0.29182,0.270795,0.240878,0.0761955,0.110827,0.32376,0.347184,0.226954,0.0510416,0.248967,0.317237,0.415197,0.341486,0.0584706,0.144512,0.288427,0.221357,0,0,0,0,0,0
0.889394,1,0.853014,0.340979,0.609867,0.649708,0.424582,0.680841,0.197179,0.363645,0.606761,0.382674,0.316823,0.501474,0.301418,0.362973,0.213097,0.40458,0.195288,0.527204,0.084499,0.317686,0.257809,0.377012,0.283854,0.0111722,0.23087,0.334897,0.132326,0.641644,0,0,0,0,0,0
0.92177,0.904374,0.625708,0.779343,0.271257,1,0.106933,0.738977,0.389778,0.304866,0.347558,0.857615,0.382275,0.139942,0.742161,0.0990768,0.330819,0.312955,0.399791,0.65454,0.196178,0.376058,0.0475626,0.668075,0.113117,0.0461685,0.303664,0.211395,0.410312,0.370941,0,0,0,0,0,0
0.712259,1,0.984533,0.422688,0.797901,0.0601299,0.563609,0.225235,0.247634,0.370283,0.201346,0.174573,0.258953,0.0909205,0.125015,0.0571476,0.225284,0.0527551,0.143795,0.0297072,0.237997,0.085023,0.180381,0.0540116,0.0125449,0.267252,0.0809306,0.222512,0.0948109,0.0583245,0,0,0,0,0,0
0.844272,1,0.869771,0.0120914,0.594971,0.306457,0.335326,0.418078,0.542561,0.227384,0.400338,0.646181,0.198208,0.295135,0.493922,0.0111793,0.119963,0.135662,0.202562,0.245364,0.0602853,0.0627578,0.188044,0.426181,0.39013,0.121628,0.195102,0.338188,0.429826,0.376527,0,0,0,0,0,0
0.899079,1,0.796126,0.440386,0.482469,0.930853,0.241812,0.999815,0.235028,0.23602,0.844777,0.188994,0.273839,0.645622,0.445749,0.0258688,0.234354,0.507814,0.586499,0.137926,0.161234,0.426647,0.656402,0.130967,0.496924,0.145826,0.371096,0.64688,0.0539821,0.515084,0,0,0,0,0,0
0.723954,1,0.949415,0.408608,0.700102,0.0928417,0.399526,0.274729,0.155434,0.196018,0.291201,0.117913,0.182144,0.209831,0.134636,0.1143,0.204322,0.134317,0.1362,0.108063,0.199376,0.103214,0.108951,0.108604,0.00354107,0.184141,0.112341,0.159548,0.146408,0.109858,0,0,0,0,0,0
0.868148,1,0.836913,0.348846,0.641989,0.840833,0.555118,0.679439,0.138477,0.56068,0.274232,0.714734,0.56674,0.114942,0.886033,0.935655,0.529033,0.334819,0.497151,0.209689,0.447314,0.419987,0.0308968,0.430306,0.635404,0.33641,0.404847,0.370902,0.4796,0.664365,0,0,0,0,0,0
0.857102,1,0.827742,0.166451,0.521525,0.536444,0.254393,0.522408,0.0923726,0.192477,0.326852,0.420343,0.185216,0.0877242,0.420614,0.0428202,0.090549,0.0964827,0.247853,0.259466,0.0806285,0.176377,0.045988,0.294274,0.0141168,0.192425,0.15642,0.14116,0.187733,0.265954,0,0,0,0,0,0
