8.54246e-06,1.14842e-05,9.20573e-06,1.16416e-05,-2.30822e-05,-2.27679e-05,-2.29708e-05,-2.277e-05,1,0.948731,0.982052,0.948828,4.13952e-06,4.01e-06,4.08082e-06,4.01271e-06,7.22056e-05,9.85679e-05,7.61214e-05,0.000100803,6.3338e-07,7.41107e-07,7.01872e-07,7.34353e-07
2.00469e-05,3.33165e-05,2.57337e-05,3.28096e-05,-5.11578e-05,-4.97976e-05,-5.03633e-05,-4.98353e-05,1,0.827455,0.884956,0.833298,8.71082e-06,8.02062e-06,8.27136e-06,8.04295e-06,0.000132204,0.000223751,0.000156318,0.000220246,3.25325e-06,3.52338e-06,3.43871e-06,3.50696e-06
5.18132e-05,6.8312e-05,5.6897e-05,7.00811e-05,-6.50058e-05,-6.39487e-05,-6.46349e-05,-6.3856e-05,1,0.897745,0.954857,0.893639,1.01544e-05,9.72353e-06,9.98136e-06,9.66822e-06,0.000329704,0.000472636,0.000368865,0.000484823,5.42442e-06,5.3684e-06,5.3964e-06,5.35329e-06
2.06778e-05,2.56897e-05,1.36092e-05,2.57629e-05,-3.83698e-05,-3.7872e-05,-3.87348e-05,-3.77891e-05,0.969902,0.902852,1,0.888117,6.97875e-06,6.77686e-06,7.11062e-06,6.73385e-06,0.000181158,0.000230318,0.000119039,0.000228906,1.31641e-06,1.50466e-06,1.33674e-06,1.55796e-06
1.69574e-06,2.81745e-06,2.30943e-06,2.43229e-06,-1.58673e-05,-1.5672e-05,-1.57825e-05,-1.56992e-05,1,0.971325,0.991311,0.975316,2.84541e-06,2.7723e-06,2.80733e-06,2.78546e-06,1.05499e-05,1.74296e-05,1.46952e-05,1.49856e-05,2.75301e-07,3.1645e-07,3.03494e-07,3.08947e-07
5.81694e-06,8.26083e-06,7.15589e-06,7.35946e-06,-4.61274e-05,-4.53524e-05,-4.57787e-05,-4.55453e-05,1,0.901965,0.956998,0.928826,7.92632e-06,7.59442e-06,7.79709e-06,7.6904e-06,1.58744e-05,2.56658e-05,2.19453e-05,2.21024e-05,2.70552e-06,2.97171e-06,2.76631e-06,2.90531e-06
8.00655e-06,1.11766e-05,9.22066e-06,1.00345e-05,-5.50031e-05,-5.41136e-05,-5.46785e-05,-5.43373e-05,1,0.908019,0.973982,0.935035,9.59004e-06,9.23186e-06,9.50156e-06,9.34132e-06,2.6776e-05,4.14237e-05,3.19443e-05,3.67125e-05,3.14255e-06,3.38961e-06,3.10469e-06,3.32735e-06
1.85967e-05,2.42179e-05,2.05094e-05,2.68026e-05,-5.92427e-05,-5.83932e-05,-5.89241e-05,-5.81186e-05,1,0.903868,0.962053,0.86573,9.8767e-06,9.48354e-06,9.71098e-06,9.30667e-06,8.94469e-05,0.000127261,9.83404e-05,0.000141567,4.1505e-06,4.41775e-06,4.2662e-06,4.52924e-06
7.82772e-06,1.02603e-05,8.33854e-06,1.09009e-05,-4.37626e-05,-4.30944e-05,-4.35981e-05,-4.30497e-05,1,0.891125,0.969458,0.8862,7.52954e-06,7.24007e-06,7.46805e-06,7.21686e-06,2.96889e-05,4.00158e-05,3.12744e-05,4.54961e-05,2.47186e-06,2.71354e-06,2.50308e-06,2.73469e-06
3.38591e-05,4.13686e-05,3.17338e-05,4.26723e-05,-4.14409e-05,-4.08477e-05,-4.13962e-05,-4.08295e-05,1,0.954755,0.999377,0.954474,6.94692e-06,6.68391e-06,6.92478e-06,6.67829e-06,0.000241403,0.000294808,0.000215156,0.000307479,2.57103e-06,2.57546e-06,2.58768e-06,2.56071e-06
2.82529e-05,3.65414e-05,2.77325e-05,3.9806e-05,-6.93066e-05,-6.80146e-05,-6.88645e-05,-6.78879e-05,1,0.874501,0.9498,0.865307,1.27173e-05,1.21311e-05,1.24891e-05,1.20946e-05,0.00022541,0.000306247,0.00022198,0.000334765,3.68143e-06,4.28455e-06,3.96981e-06,4.23396e-06
0.00012829,0.000172959,0.000134321,0.000176878,-0.000154234,-0.000151509,-0.000153723,-0.000151389,1,0.892794,0.979804,0.886879,2.24836e-05,2.12615e-05,2.22489e-05,2.11674e-05,0.000611689,0.000907023,0.000643968,0.000939152,1.59454e-05,1.53113e-05,1.58337e-05,1.52818e-05
8.26898e-06,1.34852e-05,9.65452e-06,1.14366e-05,-1.6337e-05,-1.60372e-05,-1.62361e-05,-1.60979e-05,1,0.952236,0.978991,0.955162,2.83509e-06,2.71057e-06,2.79942e-06,2.74623e-06,6.70009e-05,0.000119237,8.0348e-05,9.83269e-05,5.83787e-07,6.36771e-07,6.04399e-07,6.24908e-07
8.7748e-06,1.41299e-05,1.07274e-05,1.21393e-05,-1.77558e-05,-1.74354e-05,-1.76424e-05,-1.74975e-05,1,0.953417,0.978624,0.954393,3.09481e-06,2.96065e-06,3.05338e-06,2.99583e-06,7.02098e-05,0.000123361,9.05716e-05,0.000103662,6.44933e-07,6.99962e-07,6.6281e-07,6.91266e-07
2.27666e-06,3.51046e-06,2.40589e-06,2.7259e-06,-1.57074e-05,-1.55041e-05,-1.56201e-05,-1.55185e-05,1,0.96308,0.978446,0.953835,2.73363e-06,2.65685e-06,2.69841e-06,2.66454e-06,1.11662e-05,1.9287e-05,1.05157e-05,1.21997e-05,5.17418e-07,5.54801e-07,5.45528e-07,5.68729e-07
5.74997e-06,8.91163e-06,5.99851e-06,7.0203e-06,-1.63122e-05,-1.6073e-05,-1.62397e-05,-1.61373e-05,1,0.956996,0.984799,0.967284,2.93793e-06,2.84813e-06,2.90999e-06,2.87682e-06,5.57141e-05,8.81156e-05,5.53539e-05,6.7949e-05,3.20688e-07,3.82255e-07,3.44207e-07,3.70661e-07
1.15664e-05,1.76983e-05,1.3045e-05,1.5173e-05,-3.55732e-05,-3.49065e-05,-3.53856e-05,-3.50867e-05,1,0.94424,0.992906,0.966712,6.53853e-06,6.26469e-06,6.46834e-06,6.35699e-06,7.80449e-05,0.000125334,8.84709e-05,0.000105176,1.16128e-06,1.29226e-06,1.16586e-06,1.2317e-06
6.4773e-06,9.71083e-06,5.6944e-06,9.15704e-06,-1.92386e-05,-1.89278e-05,-1.91301e-05,-1.89902e-05,1,0.961379,0.98841,0.96467,3.57587e-06,3.46554e-06,3.53801e-06,3.49255e-06,7.49271e-05,0.00010901,6.07382e-05,0.000106756,3.07254e-07,3.98963e-07,3.55168e-07,3.78164e-07
2.72374e-05,3.72512e-05,2.70522e-05,3.89759e-05,-7.22783e-05,-7.09763e-05,-7.21252e-05,-7.08124e-05,1,0.903757,0.99587,0.895989,1.31698e-05,1.2662e-05,1.31535e-05,1.25482e-05,0.000184333,0.000265173,0.000186484,0.000280486,4.0083e-06,4.29151e-06,4.00523e-06,4.40004e-06
1.25007e-05,1.52934e-05,1.04821e-05,1.60098e-05,-5.66324e-05,-5.59343e-05,-5.6661e-05,-5.58337e-05,1,0.918942,0.999894,0.908323,1.04377e-05,1.01741e-05,1.0468e-05,1.01189e-05,0.000109891,0.000133866,8.61712e-05,0.000139442,2.59396e-06,2.87851e-06,2.56236e-06,2.95037e-06
1.35438e-05,1.68096e-05,1.23288e-05,1.79263e-05,-5.27768e-05,-5.20878e-05,-5.28302e-05,-5.19804e-05,0.995231,0.922968,1,0.909154,9.50926e-06,9.23524e-06,9.53371e-06,9.18045e-06,8.63645e-05,0.000107481,7.63527e-05,0.000114765,2.64653e-06,2.8779e-06,2.65419e-06,2.92675e-06
2.21399e-05,2.66081e-05,2.02364e-05,2.79822e-05,-4.16681e-05,-4.11658e-05,-4.17007e-05,-4.10862e-05,0.97755,0.926193,1,0.919087,7.40879e-06,7.21085e-06,7.45799e-06,7.16972e-06,0.000196156,0.000238805,0.000177907,0.00024995,1.99097e-06,2.10714e-06,1.91271e-06,2.12997e-06
0.000139356,0.000174227,0.000146234,0.000174799,-0.000119587,-0.000117014,-0.000118494,-0.000116914,1,0.830449,0.91413,0.82799,1.90603e-05,1.75825e-05,1.82904e-05,1.75225e-05,0.000903889,0.00113838,0.000913131,0.00113807,9.00328e-06,9.36847e-06,9.35419e-06,9.37247e-06
2.77894e-05,3.4358e-05,2.78405e-05,3.5199e-05,-3.7641e-05,-3.69393e-05,-3.75512e-05,-3.68816e-05,0.995146,0.923241,1,0.914109,6.68607e-06,6.37201e-06,6.65003e-06,6.34062e-06,0.000225471,0.000277984,0.000226431,0.000286187,1.52951e-06,1.71155e-06,1.55096e-06,1.71983e-06
3.50043e-05,5.19208e-05,4.25751e-05,5.15846e-05,-6.94132e-05,-6.78738e-05,-6.88501e-05,-6.79623e-05,1,0.870916,0.961721,0.879271,1.21998e-05,1.14758e-05,1.19187e-05,1.15264e-05,0.000222886,0.000357198,0.000289286,0.000360128,4.03126e-06,4.44177e-06,4.18794e-06,4.42794e-06
1.43649e-05,1.91315e-05,1.55077e-05,1.84155e-05,-5.01386e-05,-4.93908e-05,-4.98972e-05,-4.94018e-05,1,0.90803,0.969079,0.908267,8.13993e-06,7.81901e-06,8.0591e-06,7.81978e-06,5.87971e-05,8.86029e-05,6.58322e-05,8.17082e-05,3.77777e-06,3.93208e-06,3.8062e-06,3.94024e-06
1.11321e-05,1.58731e-05,1.01197e-05,1.48061e-05,-2.35884e-05,-2.31582e-05,-2.37254e-05,-2.32348e-05,0.974212,0.910047,1,0.923638,3.99412e-06,3.78132e-06,4.07453e-06,3.82497e-06,7.28383e-05,0.000106022,6.86343e-05,9.93301e-05,1.04274e-06,1.16897e-06,1.00777e-06,1.15554e-06
1.12027e-06,1.44907e-06,9.28168e-07,1.46094e-06,-1.25292e-05,-1.23927e-05,-1.25099e-05,-1.23918e-05,1,0.958699,0.991214,0.958214,2.17326e-06,2.12743e-06,2.16789e-06,2.12619e-06,4.62471e-06,6.33329e-06,3.20418e-06,6.46715e-06,3.43604e-07,3.87205e-07,3.56277e-07,3.90632e-07
3.86834e-05,5.00077e-05,4.05207e-05,5.03591e-05,-3.07698e-05,-3.02637e-05,-3.06513e-05,-3.02442e-05,0.99105,0.920219,1,0.909131,5.02162e-06,4.77181e-06,4.95838e-06,4.75955e-06,0.000362765,0.000472252,0.000374094,0.000476971,1.44767e-06,1.44539e-06,1.38018e-06,1.47374e-06
1.3629e-05,2.59585e-05,2.28175e-05,2.53153e-05,-3.88438e-05,-3.78962e-05,-3.82738e-05,-3.79023e-05,1,0.856793,0.920321,0.850326,6.54521e-06,6.08864e-06,6.26211e-06,6.09823e-06,7.00015e-05,0.000157162,0.000134412,0.00015235,2.18999e-06,2.34837e-06,2.22937e-06,2.3611e-06
1.97518e-05,2.64273e-05,2.10898e-05,2.74694e-05,-4.32254e-05,-4.2503e-05,-4.30719e-05,-4.24076e-05,1,0.896089,0.976484,0.873476,7.45796e-06,7.13362e-06,7.384e-06,7.08095e-06,0.000131427,0.000181688,0.000141704,0.000188753,2.26713e-06,2.51514e-06,2.35496e-06,2.5495e-06
2.54516e-06,4.05284e-06,3.09805e-06,3.93027e-06,-3.06449e-05,-3.00478e-05,-3.03551e-05,-3.01238e-05,1,0.888565,0.94199,0.908648,5.5672e-06,5.32241e-06,5.43942e-06,5.36378e-06,9.22688e-06,1.49118e-05,1.01641e-05,1.56833e-05,1.02991e-06,1.31186e-06,1.18931e-06,1.25752e-06
3.85487e-06,5.26057e-06,4.241e-06,5.16112e-06,-3.97599e-05,-3.92085e-05,-3.96047e-05,-3.92133e-05,1,0.931792,0.98796,0.929573,7.1837e-06,6.97115e-06,7.13158e-06,6.97661e-06,1.00238e-05,1.58907e-05,1.13648e-05,1.52502e-05,1.84438e-06,2.0722e-06,1.87696e-06,2.06032e-06
5.93123e-06,8.92933e-06,5.95498e-06,8.32933e-06,-2.37885e-05,-2.3397e-05,-2.36576e-05,-2.34211e-05,1,0.934645,0.991838,0.937083,4.29049e-06,4.14119e-06,4.2438e-06,4.15223e-06,6.12812e-05,8.84747e-05,5.49759e-05,8.1722e-05,6.71419e-07,7.89467e-07,6.92364e-07,7.8615e-07
