0.505652,1,0.875488,0.397772,0.418951,0.381078,0.380167,0.334778
0.331903,1,0.884077,0.379654,0.447659,0.382726,0.388562,0.318124
0.454248,1,0.954843,0.530339,0.519243,0.519504,0.5149,0.461617
0.488724,1,0.920148,0.496411,0.479359,0.46174,0.453425,0.399015
0.831396,1,0.944426,0.786792,0.805887,0.78935,0.794683,0.757534
0.500254,1,0.916191,0.496357,0.522721,0.485458,0.503113,0.423645
0.584468,1,0.931142,0.57827,0.584679,0.563254,0.570866,0.511755
0.212904,1,0.874186,0.283128,0.31645,0.294587,0.267906,0.177638
0.215621,1,0.86278,0.259955,0.275261,0.250968,0.242276,0.137278
0.806829,1,0.977817,0.817723,0.817127,0.816353,0.815294,0.787428
0.473413,1,0.944723,0.513451,0.510085,0.489745,0.485771,0.449773
0.567945,1,0.982228,0.630395,0.634291,0.633621,0.632985,0.586281
0.620755,1,0.904633,0.562077,0.594083,0.564407,0.583258,0.504264
0.57107,1,0.903778,0.508517,0.534017,0.507645,0.524288,0.437062
0.540008,1,0.92534,0.44695,0.472188,0.454169,0.448033,0.375287
0.625543,1,0.900822,0.503049,0.527361,0.500681,0.511186,0.441497
0.622961,1,0.927979,0.571114,0.58144,0.556943,0.572616,0.502337
0.611062,1,0.906954,0.503498,0.522895,0.490991,0.504641,0.444999
0.328046,1,0.940986,0.395569,0.3928,0.372191,0.364809,0.306183
0.247314,1,0.918499,0.30492,0.298101,0.279343,0.276413,0.20492
0.316786,1,0.936507,0.400017,0.386897,0.373859,0.371881,0.308365
0.38839,1,0.950764,0.47469,0.462268,0.448047,0.443964,0.400026
0.644058,1,0.950152,0.660962,0.6834,0.664127,0.661777,0.621741
0.76514,1,0.954771,0.749966,0.752514,0.740369,0.736921,0.706593
0.39872,1,0.920422,0.432759,0.455536,0.420551,0.423129,0.358798
0.147095,1,0.979561,0.304805,0.320499,0.308713,0.304418,0.230688
0.601442,1,0.929666,0.68897,0.660696,0.640262,0.646159,0.596412
0.313336,1,0.918929,0.28556,0.284487,0.259896,0.257715,0.198866
0.496769,1,0.896459,0.49111,0.513671,0.47743,0.474628,0.429933
0.252834,1,0.846407,0.299673,0.384336,0.309699,0.307763,0.221583
0.271557,1,0.904491,0.356149,0.357832,0.338553,0.324517,0.232565
0.290854,1,0.855477,0.219432,0.27402,0.204395,0.22339,0.131638
0.280603,1,0.893771,0.341388,0.337427,0.307292,0.301963,0.242806
0.358765,1,0.876322,0.280903,0.293785,0.249515,0.259486,0.177661
0.242623,1,0.889299,0.312203,0.32764,0.286973,0.28119,0.201547
0.344539,1,0.846106,0.443243,0.463605,0.382002,0.39613,0.311556
0.503694,1,0.901869,0.570208,0.548467,0.523704,0.529972,0.479675
0.482627,1,0.896235,0.49182,0.469241,0.449812,0.451682,0.407213
0.482245,1,0.942415,0.470743,0.565602,0.491661,0.48851,0.399811
0.417831,1,0.905753,0.365623,0.419765,0.358425,0.375104,0.277039
0.454111,1,0.911865,0.430084,0.473176,0.43526,0.42691,0.342155
0.296768,1,0.904223,0.294961,0.318997,0.281227,0.274739,0.182474
0.326259,1,0.895461,0.391881,0.43254,0.389258,0.379178,0.300187
0.607239,1,0.877246,0.514046,0.530666,0.499839,0.50405,0.440727
0.426311,1,0.91113,0.486715,0.475747,0.472603,0.46939,0.391948
0.283721,1,0.895231,0.380458,0.364408,0.345563,0.363039,0.253477
0.370305,1,0.794644,0.351896,0.439305,0.386425,0.351884,0.30826
0.654579,1,0.874265,0.561629,0.522427,0.530526,0.52323,0.470638
0.84599,1,0.95421,0.852377,0.815698,0.82593,0.821021,0.798376
0.339274,1,0.853217,0.339107,0.420468,0.35218,0.345435,0.242985
0.480105,1,0.883881,0.477289,0.527084,0.475372,0.473761,0.430945
0.331836,1,0.90677,0.354058,0.375798,0.342199,0.337284,0.280362
0.306104,1,0.939163,0.412524,0.443049,0.416163,0.420231,0.359241
0.376824,1,0.939355,0.432537,0.429916,0.42119,0.404631,0.350818
0.564509,1,0.947155,0.582573,0.572897,0.564367,0.556959,0.524544
0.353047,1,0.948228,0.450061,0.465629,0.448988,0.443188,0.399577
0.490035,1,0.95861,0.565762,0.575395,0.562575,0.557572,0.523703
0.273899,1,0.94495,0.401847,0.426349,0.39707,0.408164,0.33987
0.553031,1,0.854527,0.477701,0.500209,0.448042,0.452147,0.389248
0.720788,1,0.945204,0.711954,0.735283,0.707303,0.703601,0.668361
0.52767,1,0.899198,0.521399,0.497153,0.481813,0.489399,0.437777
0.599552,1,0.886385,0.567995,0.580033,0.536709,0.542401,0.491777
0.467522,1,0.87492,0.361953,0.387112,0.341518,0.343663,0.274172
0.743548,1,0.921285,0.660804,0.678741,0.655419,0.655636,0.629876
0.666918,1,0.873071,0.560708,0.596904,0.561566,0.56197,0.519174
0.58361,1,0.861269,0.464402,0.501066,0.460148,0.459815,0.416759
0.61741,1,0.87509,0.497493,0.525868,0.493692,0.492285,0.441415
0.525461,1,0.83507,0.524193,0.537292,0.483194,0.486979,0.423223
0.253861,1,0.893075,0.244199,0.24029,0.210834,0.212911,0.139949
0.610381,1,0.912526,0.574524,0.565304,0.545131,0.545225,0.481241
0.518432,1,0.897361,0.453275,0.447135,0.426095,0.424954,0.362296
0.522664,1,0.917924,0.46047,0.464036,0.441183,0.441492,0.370558
0.466022,1,0.734216,0.488509,0.679344,0.540749,0.526302,0.471532
0.721047,1,0.94395,0.743177,0.73509,0.717861,0.721311,0.664425
0.559175,1,0.896623,0.478397,0.484173,0.466084,0.477996,0.38288
0.46539,1,0.844664,0.518395,0.588203,0.503467,0.512805,0.420558
0.360362,1,0.856841,0.415342,0.494691,0.413891,0.417536,0.347838
0.591298,1,0.864652,0.508696,0.508095,0.481056,0.488263,0.414347
0.236352,1,0.835005,0.233786,0.235094,0.208419,0.209287,0.135445
0.468907,1,0.87083,0.455099,0.488284,0.442089,0.441067,0.382134
0.302539,1,0.86745,0.32445,0.340643,0.295593,0.294359,0.230372
0.581161,1,0.867884,0.416244,0.450639,0.411618,0.423366,0.362356
0.773764,1,0.930456,0.823168,0.823712,0.79066,0.790887,0.794338
0.444865,1,0.916143,0.456253,0.457319,0.44276,0.442287,0.371904
0.592515,1,0.936718,0.634718,0.634649,0.620793,0.621459,0.572433
0.42794,1,0.874806,0.363992,0.396967,0.366089,0.348234,0.276237
0.527342,1,0.86356,0.471223,0.519862,0.468158,0.473253,0.411198
0.515282,1,0.903187,0.529524,0.491674,0.471099,0.510007,0.416483
0.757622,1,0.923122,0.724621,0.762915,0.723218,0.722348,0.702642
0.48696,1,0.858301,0.378723,0.418075,0.368329,0.362404,0.327488
0.245523,1,0.853295,0.244895,0.289396,0.256301,0.240778,0.142977
0.53936,1,0.888754,0.369566,0.412094,0.366272,0.372316,0.325558
0.402353,1,0.899687,0.338248,0.376999,0.316682,0.314569,0.261368
0.439477,1,0.902006,0.369393,0.419773,0.356408,0.366642,0.312879
0.45344,1,0.925899,0.468093,0.484311,0.454133,0.45088,0.419411
0.336633,1,0.850224,0.221115,0.274058,0.215323,0.215534,0.169318
0.650525,1,0.960952,0.659742,0.678953,0.661503,0.66047,0.618036
0.33277,1,0.899761,0.363594,0.384443,0.376134,0.369069,0.273307
0.249569,1,0.894601,0.285386,0.323746,0.270849,0.271647,0.21531
0.428341,1,0.888503,0.30753,0.325234,0.284362,0.286937,0.234082
0.509558,1,0.900427,0.48944,0.530057,0.482916,0.482243,0.447265
0.266059,1,0.985704,0.390467,0.403268,0.394899,0.393982,0.340568
0.501438,1,0.858364,0.517013,0.607503,0.507427,0.513567,0.461687
0.427679,1,0.830951,0.46391,0.54792,0.46826,0.468518,0.410985
0.545896,1,0.881477,0.583045,0.635174,0.57971,0.581152,0.533443
0.582816,1,0.827298,0.599517,0.709109,0.601429,0.600653,0.562262
0.498908,1,0.933985,0.468945,0.456998,0.439056,0.438145,0.38721
0.156662,1,0.898987,0.290783,0.323916,0.271589,0.296323,0.209062
0.385417,1,0.79622,0.352698,0.443747,0.361325,0.362899,0.322439
0.436794,1,0.906886,0.437903,0.477439,0.440812,0.43036,0.384664
0.356712,1,0.877819,0.328426,0.334485,0.298517,0.301563,0.257422
0.379717,1,0.898073,0.389945,0.409957,0.369904,0.377127,0.334615
0.443951,1,0.945197,0.486397,0.494015,0.472222,0.476315,0.423151
0.594756,1,0.944552,0.607431,0.61024,0.592474,0.595037,0.562496
0.573357,1,0.939438,0.589402,0.586734,0.571595,0.572383,0.53929
0.669372,1,0.957031,0.689042,0.694236,0.67831,0.678396,0.657728
0.305186,1,0.921846,0.372067,0.383493,0.353995,0.360696,0.311485
0.534707,1,0.944497,0.554377,0.559985,0.538885,0.541679,0.504244
0.585492,1,0.911745,0.587796,0.571765,0.548636,0.557253,0.508479
0.23362,1,0.952972,0.350797,0.369852,0.344661,0.34391,0.291491
0.505245,1,0.91672,0.530531,0.505975,0.491843,0.4932,0.437914
0.265923,1,0.921977,0.348079,0.358403,0.337383,0.324015,0.240653
0.784143,1,0.9837,0.723393,0.741624,0.719144,0.715531,0.664216
0.201723,1,0.917705,0.26128,0.258991,0.243482,0.244299,0.192698
0.551048,1,0.94628,0.587692,0.59368,0.57496,0.570048,0.525048
0.298887,1,0.910173,0.39095,0.415508,0.37639,0.378542,0.301052
0.721157,1,0.941829,0.691236,0.723211,0.701975,0.693081,0.656487
0.707363,1,0.937912,0.731846,0.716188,0.707259,0.715665,0.67046
0.577015,1,0.911105,0.620809,0.626006,0.573119,0.586083,0.528992
0.471395,1,0.887482,0.515133,0.548595,0.493893,0.490106,0.43261
0.794434,1,0.949516,0.814944,0.787424,0.781412,0.788525,0.753016
0.254131,1,0.983434,0.396996,0.396882,0.387102,0.385724,0.339946
0.615731,1,0.891508,0.494755,0.494855,0.4714,0.472925,0.443914
0.326908,1,0.98642,0.417657,0.417481,0.404897,0.405545,0.360728
0.344512,1,0.962252,0.445102,0.450366,0.429762,0.430083,0.393062
0.700813,1,0.910124,0.727025,0.707505,0.696199,0.692568,0.634772
0.363724,1,0.86916,0.428074,0.453215,0.414043,0.411258,0.341854
0.397759,1,0.832198,0.415984,0.432015,0.38879,0.386869,0.327812
0.279253,1,0.835285,0.345817,0.376616,0.332221,0.331813,0.237425
0.523596,1,0.891376,0.535571,0.49775,0.497426,0.496366,0.429345
0.771076,1,0.962303,0.757254,0.770892,0.755364,0.752686,0.731817
0.379192,1,0.907258,0.49446,0.52225,0.477592,0.470221,0.426687
0.46697,1,0.952516,0.495629,0.522655,0.492855,0.491086,0.433549
0.690233,1,0.962203,0.659396,0.664431,0.647525,0.64961,0.605652
0.417489,1,0.89538,0.338314,0.370997,0.330139,0.309807,0.258443
0.245319,1,0.936169,0.327934,0.347542,0.311708,0.308805,0.260409
0.581201,1,0.828917,0.47727,0.53649,0.474414,0.476416,0.428789
0.657426,1,0.838798,0.578808,0.644156,0.58053,0.57932,0.540741
0.576232,1,0.924587,0.581416,0.589201,0.569179,0.562877,0.512597
0.0834654,1,0.932411,0.275573,0.329776,0.286628,0.2887,0.224204
0.119327,1,0.936402,0.304225,0.351261,0.31424,0.315173,0.251831
0.536793,1,0.881471,0.410598,0.411107,0.396336,0.38629,0.313679
0.685721,1,0.947628,0.703022,0.731844,0.719597,0.716347,0.674934
0.459057,1,0.863319,0.349015,0.410442,0.347665,0.341066,0.283075
0.60742,1,0.918142,0.535723,0.560993,0.527401,0.531814,0.463907
0.537535,1,0.901569,0.515902,0.552111,0.502301,0.508292,0.440356
